name_jw,name_tfidf,prefix_jw,first_jw,last_jw,phone_first,phone_last,same_domain,firstname_equal,lastname_equal,initials_equal,prefix_has_fl,prefix_has_fl_rev,len_sim_name,len_sim_prefix,label
0.8844444444444444,0.33556646535978624,0.4821428571428572,1.0,0.4814814814814814,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.5,FP
0.9277777777777778,0.4029323930498434,0.4722222222222221,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,FP
0.5644078144078144,0.07911031482395808,0.8833333333333334,0.5777777777777778,0.38888888888888884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.5,FP
0.5444444444444444,0.06372449788584357,0.8833333333333334,0.6722222222222222,0.4365079365079365,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,FP
0.4722222222222221,0.030444409206091406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,FP
0.6746031746031745,0.04818505752489925,1.0,0.6761904761904761,0.4722222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FP
0.6746031746031745,0.04818505752489925,0.8833333333333334,0.6761904761904761,0.4722222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,FP
0.5222222222222223,0.0,1.0,0.5407407407407407,0.4555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,FP
0.5570707070707072,0.047802544866055424,0.8833333333333334,0.6,0.4555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.5,FP
0.4111111111111112,0.0,0.8833333333333334,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,FP
0.5166666666666667,0.017246555587967262,0.8833333333333334,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,FP
0.5722222222222223,0.017246555587967262,0.8833333333333334,0.6,0.4722222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,FP
0.4027777777777777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,1.0,FP
0.3964646464646464,0.016346301444022597,0.8833333333333334,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.5,FP
0.44999999999999996,0.0,0.0,0.0,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,FP
0.5793650793650794,0.06526921690730524,0.9066666666666667,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,FP
0.41666666666666674,0.0,1.0,0.0,0.5777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,FP
0.5092592592592592,0.017246555587967265,0.8833333333333334,0.4370370370370371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,FP
0.4722222222222221,0.021221690662153167,0.8833333333333334,0.4555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,FP
0.4563492063492063,0.013951325807139169,1.0,0.4111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,1.0,FP
0.5337606837606838,0.014901298057449624,0.8833333333333334,0.4111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.5,FP
0.44999999999999996,0.027393828169573527,0.8833333333333334,0.4555555555555555,0.4305555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,FP
0.5707070707070706,0.0332229091491693,0.8833333333333334,0.0,0.5396825396825397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.5,FP
0.4277777777777778,0.023313043788338393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,1.0,FP
0.5,0.0,1.0,0.4555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,FP
0.5,0.0,0.8833333333333334,0.5777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,FP
0.7222222222222222,0.09081664128019704,0.8444444444444446,0.611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.41666666666666663,FP
0.5880952380952381,0.14964882625091433,0.7666666666666666,0.4833333333333334,0.5873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,FP
0.7590909090909091,0.0764645957957633,0.0,0.5277777777777778,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.26315789473684215,FP
0.8238095238095238,0.11756044794190632,0.3643790849673203,0.6333333333333333,0.9249999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7058823529411764,FP
0.812166918049271,0.10778626961492319,0.5,0.8518518518518519,0.8767857142857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7647058823529411,0.5,FP
0.8554248366013072,0.29520543753245304,0.44249512670565294,0.9274074074074075,0.4111111111111112,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.4736842105263158,FP
0.8258249158249159,0.25558644942538017,0.3942495126705652,0.9274074074074075,0.5619047619047619,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9473684210526316,FP
0.8543434343434343,0.16495791555016517,0.0,0.8962962962962963,0.4833333333333334,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3157894736842105,FP
0.724074074074074,0.48165074942643565,0.501984126984127,0.9259259259259259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5833333333333333,FP
0.876750700280112,0.5096822680717829,0.6145969498910675,1.0,0.5555555555555555,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8095238095238095,0.9444444444444444,FP
0.9164705882352941,0.44935483112157837,0.5444444444444444,1.0,0.5793650793650794,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.5,FP
0.8904977375565611,0.4692254232250697,0.44074074074074066,1.0,0.38888888888888884,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996,FP
0.8904977375565611,0.5030080282361425,0.4466230936819173,1.0,0.5555555555555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5294117647058824,FP
0.8627450980392158,0.16844505415375008,0.7037037037037037,0.8781481481481481,0.746031746031746,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,FP
0.9298039215686275,0.48118609141796054,0.375925925925926,1.0,0.6428571428571429,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.9,FP
0.8820010055304174,0.44935483112157837,0.3366013071895424,1.0,0.5396825396825397,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.9444444444444444,FP
